Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
37,North Carolina,Heroin,2005,"Rate per 100,000",0.7148,0.17837751848
38,North Dakota,Heroin,2005,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2005,"Rate per 100,000",1.17636,0.20044263792
40,Oklahoma,Heroin,2005,"Rate per 100,000",N/A,N/A
41,Oregon,Heroin,2005,"Rate per 100,000",1.08227,0.34252430996
42,Pennsylvania,Heroin,2005,"Rate per 100,000",1.13165,0.18998660239999901
44,Rhode Island,Heroin,2005,"Rate per 100,000",N/A,N/A
45,South Carolina,Heroin,2005,"Rate per 100,000",N/A,N/A
46,South Dakota,Heroin,2005,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2005,"Rate per 100,000",N/A,0.11665469592
48,Texas,Heroin,2005,"Rate per 100,000",0.88916,0.12289536336
49,Utah,Heroin,2005,"Rate per 100,000",1.89658,0.57368640027999895
50,Vermont,Heroin,2005,"Rate per 100,000",N/A,N/A
51,Virginia,Heroin,2005,"Rate per 100,000",0.81261,0.20455837135999999
53,Washington,Heroin,2005,"Rate per 100,000",0.83045,0.22289420271999899
54,West Virginia,Heroin,2005,"Rate per 100,000",N/A,N/A
55,Wisconsin,Heroin,2005,"Rate per 100,000",0.56894,0.20101324488
56,Wyoming,Heroin,2005,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2005,"Rate per 100,000",0.68515,3.0116826879999899E-2
01,Alabama,Natural and semi-synthetic opioids,2005,"Rate per 100,000",0.53683,0.21595670432
02,Alaska,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,N/A
04,Arizona,Natural and semi-synthetic opioids,2005,"Rate per 100,000",3.0544,0.46099412072000001
05,Arkansas,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.22574,0.56722792
06,California,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.12272,0.15099610484000001
08,Colorado,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.17878,0.41930985403999899
09,Connecticut,Natural and semi-synthetic opioids,2005,"Rate per 100,000",0.79599,0.29649631088
10,Delaware,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,0.74652688936
11,Dist. of Columbia,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,N/A
12,Florida,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.80643,0.24898321392
13,Georgia,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.33721,0.23753492839999901
15,Hawaii,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.94105,0.92930982339999901
16,Idaho,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.8542,0.7346839892
17,Illinois,Natural and semi-synthetic opioids,2005,"Rate per 100,000",0.7673,0.15416889011999901
18,Indiana,Natural and semi-synthetic opioids,2005,"Rate per 100,000",0.94916,0.24341713143999899
19,Iowa,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.15746,0.39764564083999898
20,Kansas,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.02142,0.55286335635999995
21,Kentucky,Natural and semi-synthetic opioids,2005,"Rate per 100,000",3.05195,0.53082224887999996
22,Louisiana,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.18192,0.31702288128
23,Maine,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.85862,0.93370196975999897
24,Maryland,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.56203,0.32387327923999898
25,Massachusetts,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.37076,0.28398327691999897
26,Michigan,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.49805,0.24040857848
27,Minnesota,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.19967,0.29982286795999902
28,Mississippi,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,0.27294130723999899
29,Missouri,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.46436,0.41177586492000001
30,Montana,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,0.89100598635999895
31,Nebraska,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.46184,0.57709792727999898
32,Nevada,Natural and semi-synthetic opioids,2005,"Rate per 100,000",6.21037,0.98921859540000001
33,New Hampshire,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.68849,0.69524052780000001
34,New Jersey,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.44072,0.25254626068000002
35,New Mexico,Natural and semi-synthetic opioids,2005,"Rate per 100,000",6.973,1.2084297268399899
36,New York,Natural and semi-synthetic opioids,2005,"Rate per 100,000",0.51161,0.10108591808
37,North Carolina,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.42816,0.32563913143999901
38,North Dakota,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,N/A
39,Ohio,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.81177,0.24894169916
40,Oklahoma,Natural and semi-synthetic opioids,2005,"Rate per 100,000",4.91706,0.74523309727999898
41,Oregon,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.13999,0.47335825739999898
42,Pennsylvania,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.25678,0.198101218
44,Rhode Island,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.19345,0.8816545402
45,South Carolina,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.36353,0.35073548692000001
46,South Dakota,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,1.0230560844000001
47,Tennessee,Natural and semi-synthetic opioids,2005,"Rate per 100,000",3.69359,0.48696206663999902
48,Texas,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.79073,0.17599530508
49,Utah,Natural and semi-synthetic opioids,2005,"Rate per 100,000",8.01518,1.1901665742399901
50,Vermont,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,1.2836026436799901
51,Virginia,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.00359,0.31551736019999899
53,Washington,Natural and semi-synthetic opioids,2005,"Rate per 100,000",3.55494,0.46009896911999898
54,West Virginia,Natural and semi-synthetic opioids,2005,"Rate per 100,000",3.1323,0.84281522331999903
55,Wisconsin,Natural and semi-synthetic opioids,2005,"Rate per 100,000",2.4305,0.41232752455999899
56,Wyoming,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,N/A
US,United States,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.94641,5.0445831240000003E-2
01,Alabama,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
02,Alaska,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
04,Arizona,Psychostimulants,2005,"Rate per 100,000",1.75061,0.34831887483596802
05,Arkansas,Psychostimulants,2005,"Rate per 100,000",0.95333,0.37501472234725952
06,California,Psychostimulants,2005,"Rate per 100,000",1.48397,0.12700116634368896
08,Colorado,Psychostimulants,2005,"Rate per 100,000",1.05626,0.2849404513835907
09,Connecticut,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2005,"Rate per 100,000",0.20163,6.7795410752296448E-2
13,Georgia,Psychostimulants,2005,"Rate per 100,000",0.49769,0.14413769543170929
15,Hawaii,Psychostimulants,2005,"Rate per 100,000",2.73798,0.90081822872161865
16,Idaho,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
17,Illinois,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
18,Indiana,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
19,Iowa,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
20,Kansas,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
21,Kentucky,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
22,Louisiana,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
23,Maine,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
26,Michigan,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
27,Minnesota,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
28,Mississippi,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2005,"Rate per 100,000",0.53222,0.19148048758506775
30,Montana,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2005,"Rate per 100,000",2.65084,0.65067875385284424
33,New Hampshire,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2005,"Rate per 100,000",2.07004,0.65514463186264038
36,New York,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
37,North Carolina,Psychostimulants,2005,"Rate per 100,000",0.2436,0.10751723498106003
38,North Dakota,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
40,Oklahoma,Psychostimulants,2005,"Rate per 100,000",1.85472,0.4643930196762085
41,Oregon,Psychostimulants,2005,"Rate per 100,000",0.88324,0.31410488486289978
42,Pennsylvania,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
44,Rhode Island,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
46,South Dakota,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2005,"Rate per 100,000",0.39651,0.16231772303581238
48,Texas,Psychostimulants,2005,"Rate per 100,000",0.62049,0.10177184641361237
49,Utah,Psychostimulants,2005,"Rate per 100,000",1.81349,0.5637657642364502
50,Vermont,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
53,Washington,Psychostimulants,2005,"Rate per 100,000",1.50081,0.30005362629890442
54,West Virginia,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2005,"Rate per 100,000",0.53531,2.6351680979132652E-2
01,Alabama,Synthetic opioids,2005,"Rate per 100,000",N/A,0.14139501739999899
02,Alaska,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
04,Arizona,Synthetic opioids,2005,"Rate per 100,000",0.63914,0.21305829747999999
05,Arkansas,Synthetic opioids,2005,"Rate per 100,000",0.97986,0.37870526511999902
06,California,Synthetic opioids,2005,"Rate per 100,000",0.3368,6.0122494319999997E-2
08,Colorado,Synthetic opioids,2005,"Rate per 100,000",0.73744,0.24567617059999899
09,Connecticut,Synthetic opioids,2005,"Rate per 100,000",N/A,0.17781696631999899
10,Delaware,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2005,"Rate per 100,000",0.81876,0.13505254755999899
13,Georgia,Synthetic opioids,2005,"Rate per 100,000",0.51648,0.14818199171999899
15,Hawaii,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
17,Illinois,Synthetic opioids,2005,"Rate per 100,000",0.47511,0.12171935355999899
18,Indiana,Synthetic opioids,2005,"Rate per 100,000",0.40925,0.15863949136
19,Iowa,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
20,Kansas,Synthetic opioids,2005,"Rate per 100,000",N/A,0.31828938819999902
21,Kentucky,Synthetic opioids,2005,"Rate per 100,000",0.74341,0.26291563676000002
22,Louisiana,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
23,Maine,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
24,Maryland,Synthetic opioids,2005,"Rate per 100,000",0.3684,0.15783325124
25,Massachusetts,Synthetic opioids,2005,"Rate per 100,000",0.56684,0.18074637644
26,Michigan,Synthetic opioids,2005,"Rate per 100,000",0.86205,0.18106646600000001
27,Minnesota,Synthetic opioids,2005,"Rate per 100,000",N/A,0.16334154311999899
28,Mississippi,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
29,Missouri,Synthetic opioids,2005,"Rate per 100,000",0.80866,0.23205436659999901
30,Montana,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
31,Nebraska,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
32,Nevada,Synthetic opioids,2005,"Rate per 100,000",1.16013,0.42434853579999998
33,New Hampshire,Synthetic opioids,2005,"Rate per 100,000",N/A,0.48053617723999897
34,New Jersey,Synthetic opioids,2005,"Rate per 100,000",0.29494,0.11654545924
35,New Mexico,Synthetic opioids,2005,"Rate per 100,000",N/A,0.37735206348
36,New York,Synthetic opioids,2005,"Rate per 100,000",0.09946,4.496133964E-2
37,North Carolina,Synthetic opioids,2005,"Rate per 100,000",1.29879,0.23792205976
38,North Dakota,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2005,"Rate per 100,000",0.8929,0.17414227796000001
40,Oklahoma,Synthetic opioids,2005,"Rate per 100,000",1.55089,0.41648268927999899
41,Oregon,Synthetic opioids,2005,"Rate per 100,000",0.55454,0.23342362064
42,Pennsylvania,Synthetic opioids,2005,"Rate per 100,000",0.58462,0.13661059076000001
44,Rhode Island,Synthetic opioids,2005,"Rate per 100,000",N/A,0.57266517951999896
45,South Carolina,Synthetic opioids,2005,"Rate per 100,000",0.7092,0.25592424815999898
46,South Dakota,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2005,"Rate per 100,000",1.32474,0.29327149543999997
48,Texas,Synthetic opioids,2005,"Rate per 100,000",0.39059,8.3078390639999902E-2
49,Utah,Synthetic opioids,2005,"Rate per 100,000",1.74552,0.56336539503999905
50,Vermont,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
51,Virginia,Synthetic opioids,2005,"Rate per 100,000",0.55214,0.16768189255999899
53,Washington,Synthetic opioids,2005,"Rate per 100,000",0.81925,0.2200765616
54,West Virginia,Synthetic opioids,2005,"Rate per 100,000",2.43161,0.74048782751999898
55,Wisconsin,Synthetic opioids,2005,"Rate per 100,000",0.93851,0.25472149612
56,Wyoming,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2005,"Rate per 100,000",0.57737,2.7330202759999901E-2
01,Alabama,Cocaine,2006,"Rate per 100,000",1.0045,0.29818499088287354
02,Alaska,Cocaine,2006,"Rate per 100,000",N/A,N/A
04,Arizona,Cocaine,2006,"Rate per 100,000",2.74704,0.42962464690208435
05,Arkansas,Cocaine,2006,"Rate per 100,000",1.16996,0.41440430283546448
06,California,Cocaine,2006,"Rate per 100,000",1.17284,0.11129355430603027
08,Colorado,Cocaine,2006,"Rate per 100,000",3.61055,0.53731489181518555
09,Connecticut,Cocaine,2006,"Rate per 100,000",3.00653,0.57744777202606201
10,Delaware,Cocaine,2006,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Cocaine,2006,"Rate per 100,000",9.01974,2.4928984642028809
12,Florida,Cocaine,2006,"Rate per 100,000",3.1742,0.26523730158805847
13,Georgia,Cocaine,2006,"Rate per 100,000",1.77835,0.27174845337867737
15,Hawaii,Cocaine,2006,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2006,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2006,"Rate per 100,000",4.36479,0.36730289459228516
18,Indiana,Cocaine,2006,"Rate per 100,000",0.9408,0.2416759580373764
19,Iowa,Cocaine,2006,"Rate per 100,000",0.74137,0.32827886939048767
20,Kansas,Cocaine,2006,"Rate per 100,000",1.75536,0.51093906164169312
21,Kentucky,Cocaine,2006,"Rate per 100,000",2.14401,0.44996047019958496
22,Louisiana,Cocaine,2006,"Rate per 100,000",3.21927,0.54613226652145386
23,Maine,Cocaine,2006,"Rate per 100,000",1.76016,0.74405020475387573
24,Maryland,Cocaine,2006,"Rate per 100,000",3.36745,0.47694414854049683
25,Massachusetts,Cocaine,2006,"Rate per 100,000",4.96359,0.54516512155532837
26,Michigan,Cocaine,2006,"Rate per 100,000",2.26981,0.2982197105884552
27,Minnesota,Cocaine,2006,"Rate per 100,000",0.53444,0.19995744526386261
28,Mississippi,Cocaine,2006,"Rate per 100,000",1.89062,0.51806199550628662
29,Missouri,Cocaine,2006,"Rate per 100,000",1.89526,0.35833406448364258
30,Montana,Cocaine,2006,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2006,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2006,"Rate per 100,000",3.30373,0.70541632175445557
33,New Hampshire,Cocaine,2006,"Rate per 100,000",2.8785,0.95016568899154663
34,New Jersey,Cocaine,2006,"Rate per 100,000",2.29615,0.31804788112640381
35,New Mexico,Cocaine,2006,"Rate per 100,000",5.80625,1.0959348678588867
36,New York,Cocaine,2006,"Rate per 100,000",3.38879,0.25970679521560669
37,North Carolina,Cocaine,2006,"Rate per 100,000",3.66287,0.39881238341331482
38,North Dakota,Cocaine,2006,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2006,"Rate per 100,000",3.03806,0.32355085015296936
40,Oklahoma,Cocaine,2006,"Rate per 100,000",1.21372,0.37573167681694031
41,Oregon,Cocaine,2006,"Rate per 100,000",0.97163,0.31617006659507751
42,Pennsylvania,Cocaine,2006,"Rate per 100,000",1.79428,0.24281813204288483
44,Rhode Island,Cocaine,2006,"Rate per 100,000",6.788,1.5790729522705078
45,South Carolina,Cocaine,2006,"Rate per 100,000",2.52683,0.47339668869972229
46,South Dakota,Cocaine,2006,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2006,"Rate per 100,000",3.79766,0.49403879046440125
48,Texas,Cocaine,2006,"Rate per 100,000",2.9471,0.22110357880592346
49,Utah,Cocaine,2006,"Rate per 100,000",3.69531,0.75669783353805542
50,Vermont,Cocaine,2006,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2006,"Rate per 100,000",1.81691,0.29914101958274841
53,Washington,Cocaine,2006,"Rate per 100,000",2.89223,0.41497316956520081
54,West Virginia,Cocaine,2006,"Rate per 100,000",3.80763,0.92240947484970093
55,Wisconsin,Cocaine,2006,"Rate per 100,000",2.82046,0.44748950004577637
56,Wyoming,Cocaine,2006,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2006,"Rate per 100,000",2.50801,5.7283878326416016E-2
01,Alabama,Heroin,2006,"Rate per 100,000",N/A,N/A
02,Alaska,Heroin,2006,"Rate per 100,000",N/A,N/A
04,Arizona,Heroin,2006,"Rate per 100,000",0.86401,0.24028846967999901
05,Arkansas,Heroin,2006,"Rate per 100,000",N/A,N/A
06,California,Heroin,2006,"Rate per 100,000",0.76587,9.0925295719999993E-2
08,Colorado,Heroin,2006,"Rate per 100,000",0.80078,0.25259827711999899
09,Connecticut,Heroin,2006,"Rate per 100,000",2.54819,0.53851256563999905
10,Delaware,Heroin,2006,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Heroin,2006,"Rate per 100,000",N/A,N/A
12,Florida,Heroin,2006,"Rate per 100,000",0.49892,0.10584850248
13,Georgia,Heroin,2006,"Rate per 100,000",N/A,N/A
15,Hawaii,Heroin,2006,"Rate per 100,000",N/A,N/A
16,Idaho,Heroin,2006,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2006,"Rate per 100,000",0.51004,0.12632620616000001
18,Indiana,Heroin,2006,"Rate per 100,000",N/A,N/A
19,Iowa,Heroin,2006,"Rate per 100,000",N/A,N/A
20,Kansas,Heroin,2006,"Rate per 100,000",N/A,N/A
21,Kentucky,Heroin,2006,"Rate per 100,000",N/A,N/A
22,Louisiana,Heroin,2006,"Rate per 100,000",N/A,0.16478928535999901
23,Maine,Heroin,2006,"Rate per 100,000",N/A,N/A
24,Maryland,Heroin,2006,"Rate per 100,000",1.93443,0.36112002360000001
25,Massachusetts,Heroin,2006,"Rate per 100,000",0.55632,0.18056493336000001
26,Michigan,Heroin,2006,"Rate per 100,000",1.48955,0.24099758984
27,Minnesota,Heroin,2006,"Rate per 100,000",N/A,N/A
28,Mississippi,Heroin,2006,"Rate per 100,000",N/A,N/A
29,Missouri,Heroin,2006,"Rate per 100,000",1.07475,0.27131553623999899
30,Montana,Heroin,2006,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2006,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2006,"Rate per 100,000",1.37506,0.45030360844
33,New Hampshire,Heroin,2006,"Rate per 100,000",N/A,N/A
34,New Jersey,Heroin,2006,"Rate per 100,000",1.21801,0.23426353748000001
35,New Mexico,Heroin,2006,"Rate per 100,000",1.08421,0.46747451771999898
36,New York,Heroin,2006,"Rate per 100,000",0.57763,0.107831483479999
37,North Carolina,Heroin,2006,"Rate per 100,000",0.63981,0.16639102872
38,North Dakota,Heroin,2006,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2006,"Rate per 100,000",1.09743,0.19421238199999899
40,Oklahoma,Heroin,2006,"Rate per 100,000",N/A,N/A
41,Oregon,Heroin,2006,"Rate per 100,000",1.63696,0.41792044923999899
42,Pennsylvania,Heroin,2006,"Rate per 100,000",0.78209,0.15934220624000001
44,Rhode Island,Heroin,2006,"Rate per 100,000",N/A,0.57300069623999905
45,South Carolina,Heroin,2006,"Rate per 100,000",N/A,N/A
46,South Dakota,Heroin,2006,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2006,"Rate per 100,000",N/A,N/A
48,Texas,Heroin,2006,"Rate per 100,000",0.89299,0.1205664306
49,Utah,Heroin,2006,"Rate per 100,000",1.84932,0.54582991008000004
50,Vermont,Heroin,2006,"Rate per 100,000",N/A,N/A
51,Virginia,Heroin,2006,"Rate per 100,000",0.93237,0.21767472076
53,Washington,Heroin,2006,"Rate per 100,000",0.82606,0.221924969
54,West Virginia,Heroin,2006,"Rate per 100,000",N/A,N/A
55,Wisconsin,Heroin,2006,"Rate per 100,000",0.54339,0.2018499336
56,Wyoming,Heroin,2006,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2006,"Rate per 100,000",0.70141,3.039942948E-2
01,Alabama,Natural and semi-synthetic opioids,2006,"Rate per 100,000",1.04802,0.29647101904000001
02,Alaska,Natural and semi-synthetic opioids,2006,"Rate per 100,000",N/A,0.98785846907999897
04,Arizona,Natural and semi-synthetic opioids,2006,"Rate per 100,000",3.15593,0.45598053284000001
05,Arkansas,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.50404,0.59912129284000004
06,California,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.24065,0.15413207936000001
08,Colorado,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.46865,0.43844193147999899
09,Connecticut,Natural and semi-synthetic opioids,2006,"Rate per 100,000",1.0628,0.34135649688000003
10,Delaware,Natural and semi-synthetic opioids,2006,"Rate per 100,000",N/A,0.85309859068000005
11,Dist. of Columbia,Natural and semi-synthetic opioids,2006,"Rate per 100,000",N/A,1.3509958736399901
12,Florida,Natural and semi-synthetic opioids,2006,"Rate per 100,000",3.24224,0.26539040135999897
13,Georgia,Natural and semi-synthetic opioids,2006,"Rate per 100,000",1.39134,0.23959756771999999
15,Hawaii,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.21614,0.80009781319999995
16,Idaho,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.21751,0.80134080011999997
17,Illinois,Natural and semi-synthetic opioids,2006,"Rate per 100,000",0.84137,0.16035731179999901
18,Indiana,Natural and semi-synthetic opioids,2006,"Rate per 100,000",0.78488,0.22141143527999901
19,Iowa,Natural and semi-synthetic opioids,2006,"Rate per 100,000",1.78764,0.49633254047999897
20,Kansas,Natural and semi-synthetic opioids,2006,"Rate per 100,000",2.30534,0.57827011116000004
21,Kentucky,Natural and semi-synthetic opioids,2006,"Rate per 100,000",4.08066,0.61770165771999896
